label,hash,unlimited_approval,large_transfer,unknown_contract,token_transfer,approval_amount,value_eth,method,to
USDT,0x69f2140f3f05e117f8684e9e9d04fe98b0d64fdaaf60165ed40381a340b98ea3,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x709ef55aafcaa5d7b23f586443c17a44d8bc151bc911ebd68bc66f545098ed7d,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x00cf8442fea5e0ce2d8e493c40c3a65777d115f485e1a9989fb6a6da530b4596,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xff0e8d2b2433bece630a2ef2ed2020918e6b58685d1d062d4f0b306585d27251,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x92007f8de1489d36aac22b7001f4a67e88fda167dff855c53999e4174cb360ce,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x96c56340572c37ec623d93b238cf30c1990c17ed21c88191947dd58a9a878815,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa59786e6324eae3d892b7cf7c58f1ea555997b8a10f37c9bc42daf0056eca53a,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xc8c4a52d018781188baafa191a97e67b29f5ff951330c72ac57b3796757cc5bc,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xf71d8fa3e585e0bceda2cecada7d97a73a8050277a62faab88f1839872073086,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x237a4b2d4c2df27e7c7338bafbb5ff09452c94b11dadfa2d9add4bc898333813,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x2fe8d5eb762d326b3b994e1e9311db40086faa5b03b5f736acc0b9d63ce942c0,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x99b136449ba8179f53ee6bf40f3c9aa2a78fb44bc80b8d4696a94423a14524c3,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xbd0d1ed0b061ee09f37179a77bb7e9fec6b3c17c220830b8b9b38942e067e390,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xc150ad6de51d4c660a25795e61a8c18c7c1a14c0817a5036785f3fa781fa731e,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xdceb04ea9637269055741c78b6c0f995fcc12d38385d680a0f81ceb49e4dc80a,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xdf403b7007a0b3656c8eedd4fb5404c57327cef4a6df692dc48bb8f9f9e2d60b,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x35e5fb10948557eadd8f9cd926e9fdc9f968d21068ba0aa0be6a160e04c27694,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x0dc9753d85d7404f96aaa2f02f9479e82346a9103ee1b1f8a88aa1ac8816be9d,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x53b57d7ef5a7af39474eb51deee776de8de51c945081b897d0b4c6d706f3d8f4,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x65ae2f7155ebe998b9efb1246d60d336a4c0342ca414ad1767e6f78028f0ece2,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xfbfcc738a1c923f8a1af0d406a0956e1611b4065f5488ea3907cd806b2295685,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x21a8e6a8f1df5be6fd8386ba90a868aa1c368ac53d72d40d96afb42c576eef01,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x1060cd827afec2d3ee3436d63db87ebe0e47d365ffbdb736e41f7f54be390ac1,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x3b88fc5ccca5a67f5174c266c9bdd2f0c25f27387fae19dd49796dc695950667,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x3e905fe46a1551469e4e2a436e8b86d922b7d1058b7250e59c32a46facc7d156,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x630d02509c0da9a20e3606a97c5247af12cdf7ec042f0ac07f1a2c37613bf31f,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x69e70084271af7c00b8b35cea1501cb614d4d3d3067627fa9a3d45422d8dc021,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x6a067a6a972278d92d03c3eb644e75dc80898393775d1ac69f5699c0d6e1432c,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x8492f88c04d629c9565ac724cb059c9a4a8b4717f9de59df97a4ea09d2cef86e,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xbe763d467104ce976657da95f1ef1474b1722a60f09988634129831fe3fb350d,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x8c8e278d6d527e693994d80841ef40c7ca47c8f48fa105a2629220385582c722,0,0,0,0,0.0,0.0,0x23b872dd,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xb6f102becbde13fca7d18d6dab382685d7e7ff0bed706ee00b558d4bba42d850,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xf46ec15b06f1c391d6bbf73d7e8caafcc38d05adf7d50f5f994fa8fb7e44aafa,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x1ded02626e5c523f67d3a69011d03c4eaa2e42aa922cb55aa30e5e4149cb38a8,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x32541b5d9ca82fa304dfbfa564559c0dea5693c10076e9a2ab0ea4afee493285,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x8fc21d633f0a46a2e383afabaa4e3478638b83af680f1d31d2a4faf113ca1321,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x6f3c135c13b98d961f1632a7f626a29887c95f9c01b67b1ad3dcdcf8be40ae97,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x4d1fcfae0b7a84270d20dc7d62c2fbdc298415a3cc72421fdc03b5577896ad23,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa411a2d9c83ea99d7e46893d010566280f5869539c11957adb6a0f39982a4bb4,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa6e9da4fadcb0bcecfe75c9b7c9c187e98f3fe5717324257fed905aea4830049,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xdb7fc2d508237aba2de9dbaba1a47bec0aed179fa483e390e2fdacfd5ad12797,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x7ba2ec7b2b2b34363d2584fe1a23e474bcab68a16e8ee0fbbb3e669a2fc28426,1,0,0,0,1.157920892373162e+77,0.0,0x095ea7b3,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x01c71e17ae17b82aeaaa7b5ab7c0b821b540834766782a742aeb118f9a89789a,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x85c09d1fddf489915f554ae9654c133a8a2bdb35896b882c4a8b036f992b2c24,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xef8b05f6822df829887d8975ddc530232647c78e8b426ccd5add4ece691b6772,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa7b1cd9ebde6f757ccbe88530370a708640c26518fa9da68a319575b7c785243,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x5497ec5c8972cc17c92fd76aadb6f2c221fc51890ab38301e1f66c35ba2c0c8a,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa63d0b1e915298310d2c545c8249ee9db61676258e7c46f5f96f2908393ca5be,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x385569965416d8dfb5ac9b920734b36da1e7e999477cfe805bff2f58fccc6468,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x44d33e5ce9d660fc5e4c511ed49cc0cb1da0b3498c91c76fae665b83802f0291,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x1eb72ac78e6e2e6d8d226e2f1443cd65034fd930165ac950e7f842944dd03e18,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x3b9604f6349540a68812789ed19ba15d26aee912cad8a71a3fa266f40b5e9173,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x35e5fb10948557eadd8f9cd926e9fdc9f968d21068ba0aa0be6a160e04c27694,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x0dc9753d85d7404f96aaa2f02f9479e82346a9103ee1b1f8a88aa1ac8816be9d,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x53b57d7ef5a7af39474eb51deee776de8de51c945081b897d0b4c6d706f3d8f4,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x65ae2f7155ebe998b9efb1246d60d336a4c0342ca414ad1767e6f78028f0ece2,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xfbfcc738a1c923f8a1af0d406a0956e1611b4065f5488ea3907cd806b2295685,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x21a8e6a8f1df5be6fd8386ba90a868aa1c368ac53d72d40d96afb42c576eef01,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x1060cd827afec2d3ee3436d63db87ebe0e47d365ffbdb736e41f7f54be390ac1,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x3b88fc5ccca5a67f5174c266c9bdd2f0c25f27387fae19dd49796dc695950667,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x3e905fe46a1551469e4e2a436e8b86d922b7d1058b7250e59c32a46facc7d156,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x630d02509c0da9a20e3606a97c5247af12cdf7ec042f0ac07f1a2c37613bf31f,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x69e70084271af7c00b8b35cea1501cb614d4d3d3067627fa9a3d45422d8dc021,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x6a067a6a972278d92d03c3eb644e75dc80898393775d1ac69f5699c0d6e1432c,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x8492f88c04d629c9565ac724cb059c9a4a8b4717f9de59df97a4ea09d2cef86e,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xbe763d467104ce976657da95f1ef1474b1722a60f09988634129831fe3fb350d,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x8c8e278d6d527e693994d80841ef40c7ca47c8f48fa105a2629220385582c722,0,0,0,0,0.0,0.0,0x23b872dd,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xb6f102becbde13fca7d18d6dab382685d7e7ff0bed706ee00b558d4bba42d850,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xf46ec15b06f1c391d6bbf73d7e8caafcc38d05adf7d50f5f994fa8fb7e44aafa,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x1ded02626e5c523f67d3a69011d03c4eaa2e42aa922cb55aa30e5e4149cb38a8,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x32541b5d9ca82fa304dfbfa564559c0dea5693c10076e9a2ab0ea4afee493285,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x8fc21d633f0a46a2e383afabaa4e3478638b83af680f1d31d2a4faf113ca1321,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x6f3c135c13b98d961f1632a7f626a29887c95f9c01b67b1ad3dcdcf8be40ae97,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x4d1fcfae0b7a84270d20dc7d62c2fbdc298415a3cc72421fdc03b5577896ad23,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa411a2d9c83ea99d7e46893d010566280f5869539c11957adb6a0f39982a4bb4,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa6e9da4fadcb0bcecfe75c9b7c9c187e98f3fe5717324257fed905aea4830049,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xdb7fc2d508237aba2de9dbaba1a47bec0aed179fa483e390e2fdacfd5ad12797,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x7ba2ec7b2b2b34363d2584fe1a23e474bcab68a16e8ee0fbbb3e669a2fc28426,1,0,0,0,1.157920892373162e+77,0.0,0x095ea7b3,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x01c71e17ae17b82aeaaa7b5ab7c0b821b540834766782a742aeb118f9a89789a,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x85c09d1fddf489915f554ae9654c133a8a2bdb35896b882c4a8b036f992b2c24,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xef8b05f6822df829887d8975ddc530232647c78e8b426ccd5add4ece691b6772,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa7b1cd9ebde6f757ccbe88530370a708640c26518fa9da68a319575b7c785243,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x5497ec5c8972cc17c92fd76aadb6f2c221fc51890ab38301e1f66c35ba2c0c8a,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0xa63d0b1e915298310d2c545c8249ee9db61676258e7c46f5f96f2908393ca5be,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x385569965416d8dfb5ac9b920734b36da1e7e999477cfe805bff2f58fccc6468,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x44d33e5ce9d660fc5e4c511ed49cc0cb1da0b3498c91c76fae665b83802f0291,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x1eb72ac78e6e2e6d8d226e2f1443cd65034fd930165ac950e7f842944dd03e18,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x3b9604f6349540a68812789ed19ba15d26aee912cad8a71a3fa266f40b5e9173,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x4d0e5c4c024300a4b4b9824bb6054abcf439661e612457206831e3477b6baf8e,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
USDT,0x6f40e5ef5c3a0a03d6a7f43a6afd18d2c45dabe6c1b4de2045027e90a5d77089,0,0,0,1,0.0,0.0,0xa9059cbb,0xdac17f958d2ee523a2206206994597c13d831ec7
